#----------------------------------------------------------------------------------------
# Wheel with 10 spikes
Model : 01;
Components : 57;
TimeSteps : 1;
Object : ellipsoid  1.0  0.0  0.0  0.0  0.3  0.3  0.1  0;
Object : ellipsoid  1.0  0.0  0.0  0.0  0.1  0.1  0.9  0;
Object : ellipsoid  1.000  0.900  0.000  0.000  0.170  0.050  0.050 360.000  0.000  0.000;
Object : ellipsoid  1.000  0.856  0.278  0.000  0.170  0.050  0.050 342.000  0.000  0.000;
Object : ellipsoid  1.000  0.728  0.529  0.000  0.170  0.050  0.050 324.000  0.000  0.000;
Object : ellipsoid  1.000  0.529  0.728  0.000  0.170  0.050  0.050 306.000  0.000  0.000;
Object : ellipsoid  1.000  0.278  0.856  0.000  0.170  0.050  0.050 288.000  0.000  0.000;
Object : ellipsoid  1.000  0.000  0.900  0.000  0.170  0.050  0.050 270.000  0.000  0.000;
Object : ellipsoid  1.000 -0.278  0.856  0.000  0.170  0.050  0.050 252.000  0.000  0.000;
Object : ellipsoid  1.000 -0.529  0.728  0.000  0.170  0.050  0.050 234.000  0.000  0.000;
Object : ellipsoid  1.000 -0.728  0.529  0.000  0.170  0.050  0.050 216.000  0.000  0.000;
Object : ellipsoid  1.000 -0.856  0.278  0.000  0.170  0.050  0.050 198.000  0.000  0.000;
Object : ellipsoid  1.000 -0.900  0.000  0.000  0.170  0.050  0.050 180.000  0.000  0.000;
Object : ellipsoid  1.000 -0.856 -0.278  0.000  0.170  0.050  0.050 162.000  0.000  0.000;
Object : ellipsoid  1.000 -0.728 -0.529  0.000  0.170  0.050  0.050 144.000  0.000  0.000;
Object : ellipsoid  1.000 -0.529 -0.728  0.000  0.170  0.050  0.050 126.000  0.000  0.000;
Object : ellipsoid  1.000 -0.278 -0.856  0.000  0.170  0.050  0.050 108.000  0.000  0.000;
Object : ellipsoid  1.000 -0.000 -0.900  0.000  0.170  0.050  0.050 90.000  0.000  0.000;
Object : ellipsoid  1.000  0.278 -0.856  0.000  0.170  0.050  0.050 72.000  0.000  0.000;
Object : ellipsoid  1.000  0.529 -0.728  0.000  0.170  0.050  0.050 54.000  0.000  0.000;
Object : ellipsoid  1.000  0.728 -0.529  0.000  0.170  0.050  0.050 36.000  0.000  0.000;
Object : ellipsoid  1.000  0.856 -0.278  0.000  0.170  0.050  0.050 18.000  0.000  0.000;
Object : ellipsoid  1.000  0.500  0.000  0.000  0.190  0.050  0.050 360.000  0.000  0.000;
Object : ellipsoid  1.000  0.405  0.294  0.000  0.190  0.050  0.050 324.000  0.000  0.000;
Object : ellipsoid  1.000  0.155  0.476  0.000  0.190  0.050  0.050 288.000  0.000  0.000;
Object : ellipsoid  1.000 -0.155  0.476  0.000  0.190  0.050  0.050 252.000  0.000  0.000;
Object : ellipsoid  1.000 -0.405  0.294  0.000  0.190  0.050  0.050 216.000  0.000  0.000;
Object : ellipsoid  1.000 -0.500  0.000  0.000  0.190  0.050  0.050 180.000  0.000  0.000;
Object : ellipsoid  1.000 -0.405 -0.294  0.000  0.190  0.050  0.050 144.000  0.000  0.000;
Object : ellipsoid  1.000 -0.155 -0.476  0.000  0.190  0.050  0.050 108.000  0.000  0.000;
Object : ellipsoid  1.000  0.155 -0.476  0.000  0.190  0.050  0.050 72.000  0.000  0.000;
Object : ellipsoid  1.000  0.405 -0.294  0.000  0.190  0.050  0.050 36.000  0.000  0.000;
Object : ellipsoid  1.000  0.700  0.000  0.000  0.200  0.050  0.050 450.000  0.000  0.000;
Object : ellipsoid  1.000  0.566  0.411  0.000  0.200  0.050  0.050 414.000  0.000  0.000;
Object : ellipsoid  1.000  0.216  0.666  0.000  0.200  0.050  0.050 378.000  0.000  0.000;
Object : ellipsoid  1.000 -0.216  0.666  0.000  0.200  0.050  0.050 342.000  0.000  0.000;
Object : ellipsoid  1.000 -0.566  0.411  0.000  0.200  0.050  0.050 306.000  0.000  0.000;
Object : ellipsoid  1.000 -0.700  0.000  0.000  0.200  0.050  0.050 270.000  0.000  0.000;
Object : ellipsoid  1.000 -0.566 -0.411  0.000  0.200  0.050  0.050 234.000  0.000  0.000;
Object : ellipsoid  1.000 -0.216 -0.666  0.000  0.200  0.050  0.050 198.000  0.000  0.000;
Object : ellipsoid  1.000  0.216 -0.666  0.000  0.200  0.050  0.050 162.000  0.000  0.000;
Object : ellipsoid  1.000  0.566 -0.411  0.000  0.200  0.050  0.050 126.000  0.000  0.000;
Object : ellipsoid  1.000  0.380  0.000  0.000  0.100  0.070  0.070 450.000  0.000  0.000;
Object : ellipsoid  1.000  0.117  0.361  0.000  0.100  0.070  0.070 378.000  0.000  0.000;
Object : ellipsoid  1.000 -0.307  0.223  0.000  0.100  0.070  0.070 306.000  0.000  0.000;
Object : ellipsoid  1.000 -0.307 -0.223  0.000  0.100  0.070  0.070 234.000  0.000  0.000;
Object : ellipsoid  1.000  0.117 -0.361  0.000  0.100  0.070  0.070 162.000  0.000  0.000;
Object : ellipsoid -1.000  0.210  0.000  0.000  0.050  0.050  0.070  0.000  0.000  0.000;
Object : ellipsoid -1.000  0.170  0.123  0.000  0.050  0.050  0.070  0.000  0.000  0.000;
Object : ellipsoid -1.000  0.065  0.200  0.000  0.050  0.050  0.070  0.000  0.000  0.000;
Object : ellipsoid -1.000 -0.065  0.200  0.000  0.050  0.050  0.070  0.000  0.000  0.000;
Object : ellipsoid -1.000 -0.170  0.123  0.000  0.050  0.050  0.070  0.000  0.000  0.000;
Object : ellipsoid -1.000 -0.210  0.000  0.000  0.050  0.050  0.070  0.000  0.000  0.000;
Object : ellipsoid -1.000 -0.170 -0.123  0.000  0.050  0.050  0.070  0.000  0.000  0.000;
Object : ellipsoid -1.000 -0.065 -0.200  0.000  0.050  0.050  0.070  0.000  0.000  0.000;
Object : ellipsoid -1.000  0.065 -0.200  0.000  0.050  0.050  0.070  0.000  0.000  0.000;
Object : ellipsoid -1.000  0.170 -0.123  0.000  0.050  0.050  0.070  0.000  0.000  0.000;
#----------------------------------------------------------------------------------------
# Wheel with 40 spikes
Model : 02;
Components : 92;
TimeSteps : 1;
Object : ellipsoid  1.0  0.0  0.0  0.0  0.3  0.3  0.1  0;
Object : ellipsoid  1.0  0.0  0.0  0.0  0.1  0.1  0.9  0;
Object : ellipsoid  1.000  0.900  0.000  0.000  0.170  0.100  0.100 360.000  0.000  0.000;
Object : ellipsoid  1.000  0.856  0.278  0.000  0.170  0.100  0.100 342.000  0.000  0.000;
Object : ellipsoid  1.000  0.728  0.529  0.000  0.170  0.100  0.100 324.000  0.000  0.000;
Object : ellipsoid  1.000  0.529  0.728  0.000  0.170  0.100  0.100 306.000  0.000  0.000;
Object : ellipsoid  1.000  0.278  0.856  0.000  0.170  0.100  0.100 288.000  0.000  0.000;
Object : ellipsoid  1.000  0.000  0.900  0.000  0.170  0.100  0.100 270.000  0.000  0.000;
Object : ellipsoid  1.000 -0.278  0.856  0.000  0.170  0.100  0.100 252.000  0.000  0.000;
Object : ellipsoid  1.000 -0.529  0.728  0.000  0.170  0.100  0.100 234.000  0.000  0.000;
Object : ellipsoid  1.000 -0.728  0.529  0.000  0.170  0.100  0.100 216.000  0.000  0.000;
Object : ellipsoid  1.000 -0.856  0.278  0.000  0.170  0.100  0.100 198.000  0.000  0.000;
Object : ellipsoid  1.000 -0.900  0.000  0.000  0.170  0.100  0.100 180.000  0.000  0.000;
Object : ellipsoid  1.000 -0.856 -0.278  0.000  0.170  0.100  0.100 162.000  0.000  0.000;
Object : ellipsoid  1.000 -0.728 -0.529  0.000  0.170  0.100  0.100 144.000  0.000  0.000;
Object : ellipsoid  1.000 -0.529 -0.728  0.000  0.170  0.100  0.100 126.000  0.000  0.000;
Object : ellipsoid  1.000 -0.278 -0.856  0.000  0.170  0.100  0.100 108.000  0.000  0.000;
Object : ellipsoid  1.000 -0.000 -0.900  0.000  0.170  0.100  0.100 90.000  0.000  0.000;
Object : ellipsoid  1.000  0.278 -0.856  0.000  0.170  0.100  0.100 72.000  0.000  0.000;
Object : ellipsoid  1.000  0.529 -0.728  0.000  0.170  0.100  0.100 54.000  0.000  0.000;
Object : ellipsoid  1.000  0.728 -0.529  0.000  0.170  0.100  0.100 36.000  0.000  0.000;
Object : ellipsoid  1.000  0.856 -0.278  0.000  0.170  0.100  0.100 18.000  0.000  0.000;
Object : ellipsoid  1.000  0.500  0.000  0.000  0.190  0.050  0.050 360.000  0.000  0.000;
Object : ellipsoid  1.000  0.405  0.294  0.000  0.190  0.050  0.050 324.000  0.000  0.000;
Object : ellipsoid  1.000  0.155  0.476  0.000  0.190  0.050  0.050 288.000  0.000  0.000;
Object : ellipsoid  1.000 -0.155  0.476  0.000  0.190  0.050  0.050 252.000  0.000  0.000;
Object : ellipsoid  1.000 -0.405  0.294  0.000  0.190  0.050  0.050 216.000  0.000  0.000;
Object : ellipsoid  1.000 -0.500  0.000  0.000  0.190  0.050  0.050 180.000  0.000  0.000;
Object : ellipsoid  1.000 -0.405 -0.294  0.000  0.190  0.050  0.050 144.000  0.000  0.000;
Object : ellipsoid  1.000 -0.155 -0.476  0.000  0.190  0.050  0.050 108.000  0.000  0.000;
Object : ellipsoid  1.000  0.155 -0.476  0.000  0.190  0.050  0.050 72.000  0.000  0.000;
Object : ellipsoid  1.000  0.405 -0.294  0.000  0.190  0.050  0.050 36.000  0.000  0.000;
Object : ellipsoid  1.000  0.700  0.000  0.000  0.200  0.030  0.030 450.000  0.000  0.000;
Object : ellipsoid  1.000  0.691  0.110  0.000  0.200  0.030  0.030 441.000  0.000  0.000;
Object : ellipsoid  1.000  0.666  0.216  0.000  0.200  0.030  0.030 432.000  0.000  0.000;
Object : ellipsoid  1.000  0.624  0.318  0.000  0.200  0.030  0.030 423.000  0.000  0.000;
Object : ellipsoid  1.000  0.566  0.411  0.000  0.200  0.030  0.030 414.000  0.000  0.000;
Object : ellipsoid  1.000  0.495  0.495  0.000  0.200  0.030  0.030 405.000  0.000  0.000;
Object : ellipsoid  1.000  0.411  0.566  0.000  0.200  0.030  0.030 396.000  0.000  0.000;
Object : ellipsoid  1.000  0.318  0.624  0.000  0.200  0.030  0.030 387.000  0.000  0.000;
Object : ellipsoid  1.000  0.216  0.666  0.000  0.200  0.030  0.030 378.000  0.000  0.000;
Object : ellipsoid  1.000  0.110  0.691  0.000  0.200  0.030  0.030 369.000  0.000  0.000;
Object : ellipsoid  1.000  0.000  0.700  0.000  0.200  0.030  0.030 360.000  0.000  0.000;
Object : ellipsoid  1.000 -0.110  0.691  0.000  0.200  0.030  0.030 351.000  0.000  0.000;
Object : ellipsoid  1.000 -0.216  0.666  0.000  0.200  0.030  0.030 342.000  0.000  0.000;
Object : ellipsoid  1.000 -0.318  0.624  0.000  0.200  0.030  0.030 333.000  0.000  0.000;
Object : ellipsoid  1.000 -0.411  0.566  0.000  0.200  0.030  0.030 324.000  0.000  0.000;
Object : ellipsoid  1.000 -0.495  0.495  0.000  0.200  0.030  0.030 315.000  0.000  0.000;
Object : ellipsoid  1.000 -0.566  0.411  0.000  0.200  0.030  0.030 306.000  0.000  0.000;
Object : ellipsoid  1.000 -0.624  0.318  0.000  0.200  0.030  0.030 297.000  0.000  0.000;
Object : ellipsoid  1.000 -0.666  0.216  0.000  0.200  0.030  0.030 288.000  0.000  0.000;
Object : ellipsoid  1.000 -0.691  0.110  0.000  0.200  0.030  0.030 279.000  0.000  0.000;
Object : ellipsoid  1.000 -0.700  0.000  0.000  0.200  0.030  0.030 270.000  0.000  0.000;
Object : ellipsoid  1.000 -0.691 -0.110  0.000  0.200  0.030  0.030 261.000  0.000  0.000;
Object : ellipsoid  1.000 -0.666 -0.216  0.000  0.200  0.030  0.030 252.000  0.000  0.000;
Object : ellipsoid  1.000 -0.624 -0.318  0.000  0.200  0.030  0.030 243.000  0.000  0.000;
Object : ellipsoid  1.000 -0.566 -0.411  0.000  0.200  0.030  0.030 234.000  0.000  0.000;
Object : ellipsoid  1.000 -0.495 -0.495  0.000  0.200  0.030  0.030 225.000  0.000  0.000;
Object : ellipsoid  1.000 -0.411 -0.566  0.000  0.200  0.030  0.030 216.000  0.000  0.000;
Object : ellipsoid  1.000 -0.318 -0.624  0.000  0.200  0.030  0.030 207.000  0.000  0.000;
Object : ellipsoid  1.000 -0.216 -0.666  0.000  0.200  0.030  0.030 198.000  0.000  0.000;
Object : ellipsoid  1.000 -0.110 -0.691  0.000  0.200  0.030  0.030 189.000  0.000  0.000;
Object : ellipsoid  1.000 -0.000 -0.700  0.000  0.200  0.030  0.030 180.000  0.000  0.000;
Object : ellipsoid  1.000  0.110 -0.691  0.000  0.200  0.030  0.030 171.000  0.000  0.000;
Object : ellipsoid  1.000  0.216 -0.666  0.000  0.200  0.030  0.030 162.000  0.000  0.000;
Object : ellipsoid  1.000  0.318 -0.624  0.000  0.200  0.030  0.030 153.000  0.000  0.000;
Object : ellipsoid  1.000  0.411 -0.566  0.000  0.200  0.030  0.030 144.000  0.000  0.000;
Object : ellipsoid  1.000  0.495 -0.495  0.000  0.200  0.030  0.030 135.000  0.000  0.000;
Object : ellipsoid  1.000  0.566 -0.411  0.000  0.200  0.030  0.030 126.000  0.000  0.000;
Object : ellipsoid  1.000  0.624 -0.318  0.000  0.200  0.030  0.030 117.000  0.000  0.000;
Object : ellipsoid  1.000  0.666 -0.216  0.000  0.200  0.030  0.030 108.000  0.000  0.000;
Object : ellipsoid  1.000  0.691 -0.110  0.000  0.200  0.030  0.030 99.000  0.000  0.000;
Object : ellipsoid  1.000  0.380  0.000  0.000  0.100  0.050  0.050 450.000  0.000  0.000;
Object : ellipsoid  1.000  0.307  0.223  0.000  0.100  0.050  0.050 414.000  0.000  0.000;
Object : ellipsoid  1.000  0.117  0.361  0.000  0.100  0.050  0.050 378.000  0.000  0.000;
Object : ellipsoid  1.000 -0.117  0.361  0.000  0.100  0.050  0.050 342.000  0.000  0.000;
Object : ellipsoid  1.000 -0.307  0.223  0.000  0.100  0.050  0.050 306.000  0.000  0.000;
Object : ellipsoid  1.000 -0.380  0.000  0.000  0.100  0.050  0.050 270.000  0.000  0.000;
Object : ellipsoid  1.000 -0.307 -0.223  0.000  0.100  0.050  0.050 234.000  0.000  0.000;
Object : ellipsoid  1.000 -0.117 -0.361  0.000  0.100  0.050  0.050 198.000  0.000  0.000;
Object : ellipsoid  1.000  0.117 -0.361  0.000  0.100  0.050  0.050 162.000  0.000  0.000;
Object : ellipsoid  1.000  0.307 -0.223  0.000  0.100  0.050  0.050 126.000  0.000  0.000;
Object : ellipsoid -1.000  0.210  0.000  0.000  0.050  0.050  0.070  0.000  0.000  0.000;
Object : ellipsoid -1.000  0.170  0.123  0.000  0.050  0.050  0.070  0.000  0.000  0.000;
Object : ellipsoid -1.000  0.065  0.200  0.000  0.050  0.050  0.070  0.000  0.000  0.000;
Object : ellipsoid -1.000 -0.065  0.200  0.000  0.050  0.050  0.070  0.000  0.000  0.000;
Object : ellipsoid -1.000 -0.170  0.123  0.000  0.050  0.050  0.070  0.000  0.000  0.000;
Object : ellipsoid -1.000 -0.210  0.000  0.000  0.050  0.050  0.070  0.000  0.000  0.000;
Object : ellipsoid -1.000 -0.170 -0.123  0.000  0.050  0.050  0.070  0.000  0.000  0.000;
Object : ellipsoid -1.000 -0.065 -0.200  0.000  0.050  0.050  0.070  0.000  0.000  0.000;
Object : ellipsoid -1.000  0.065 -0.200  0.000  0.050  0.050  0.070  0.000  0.000  0.000;
Object : ellipsoid -1.000  0.170 -0.123  0.000  0.050  0.050  0.070  0.000  0.000  0.000;
#----------------------------------------------------------------------------------------
# Bicycle wheel with 32x3 spikes
Model : 03;
Components : 82;
TimeSteps : 1;
Object : ellipsoid  1.0  0.0  0.0  0.0  0.15  0.15  0.07  0;
Object : ellipsoid  1.0  0.0  0.0  0.0  0.05  0.05  0.9  0;
Object : ellipsoid  1.000  0.900  0.000  0.000  0.200  0.100  0.100 360.000  0.000  0.000;
Object : ellipsoid  1.000  0.883  0.176  0.000  0.200  0.100  0.100 348.750  0.000  0.000;
Object : ellipsoid  1.000  0.831  0.344  0.000  0.200  0.100  0.100 337.500  0.000  0.000;
Object : ellipsoid  1.000  0.748  0.500  0.000  0.200  0.100  0.100 326.250  0.000  0.000;
Object : ellipsoid  1.000  0.636  0.636  0.000  0.200  0.100  0.100 315.000  0.000  0.000;
Object : ellipsoid  1.000  0.500  0.748  0.000  0.200  0.100  0.100 303.750  0.000  0.000;
Object : ellipsoid  1.000  0.344  0.831  0.000  0.200  0.100  0.100 292.500  0.000  0.000;
Object : ellipsoid  1.000  0.176  0.883  0.000  0.200  0.100  0.100 281.250  0.000  0.000;
Object : ellipsoid  1.000  0.000  0.900  0.000  0.200  0.100  0.100 270.000  0.000  0.000;
Object : ellipsoid  1.000 -0.176  0.883  0.000  0.200  0.100  0.100 258.750  0.000  0.000;
Object : ellipsoid  1.000 -0.344  0.831  0.000  0.200  0.100  0.100 247.500  0.000  0.000;
Object : ellipsoid  1.000 -0.500  0.748  0.000  0.200  0.100  0.100 236.250  0.000  0.000;
Object : ellipsoid  1.000 -0.636  0.636  0.000  0.200  0.100  0.100 225.000  0.000  0.000;
Object : ellipsoid  1.000 -0.748  0.500  0.000  0.200  0.100  0.100 213.750  0.000  0.000;
Object : ellipsoid  1.000 -0.831  0.344  0.000  0.200  0.100  0.100 202.500  0.000  0.000;
Object : ellipsoid  1.000 -0.883  0.176  0.000  0.200  0.100  0.100 191.250  0.000  0.000;
Object : ellipsoid  1.000 -0.900  0.000  0.000  0.200  0.100  0.100 180.000  0.000  0.000;
Object : ellipsoid  1.000 -0.883 -0.176  0.000  0.200  0.100  0.100 168.750  0.000  0.000;
Object : ellipsoid  1.000 -0.831 -0.344  0.000  0.200  0.100  0.100 157.500  0.000  0.000;
Object : ellipsoid  1.000 -0.748 -0.500  0.000  0.200  0.100  0.100 146.250  0.000  0.000;
Object : ellipsoid  1.000 -0.636 -0.636  0.000  0.200  0.100  0.100 135.000  0.000  0.000;
Object : ellipsoid  1.000 -0.500 -0.748  0.000  0.200  0.100  0.100 123.750  0.000  0.000;
Object : ellipsoid  1.000 -0.344 -0.831  0.000  0.200  0.100  0.100 112.500  0.000  0.000;
Object : ellipsoid  1.000 -0.176 -0.883  0.000  0.200  0.100  0.100 101.250  0.000  0.000;
Object : ellipsoid  1.000 -0.000 -0.900  0.000  0.200  0.100  0.100 90.000  0.000  0.000;
Object : ellipsoid  1.000  0.176 -0.883  0.000  0.200  0.100  0.100 78.750  0.000  0.000;
Object : ellipsoid  1.000  0.344 -0.831  0.000  0.200  0.100  0.100 67.500  0.000  0.000;
Object : ellipsoid  1.000  0.500 -0.748  0.000  0.200  0.100  0.100 56.250  0.000  0.000;
Object : ellipsoid  1.000  0.636 -0.636  0.000  0.200  0.100  0.100 45.000  0.000  0.000;
Object : ellipsoid  1.000  0.748 -0.500  0.000  0.200  0.100  0.100 33.750  0.000  0.000;
